en_claim,en_explanation,en_top_sentences,de_claim,de_explanation,de_top_sentences,label,de_verdict,de_title,authors,date,url
Can plant sterols or foods with them reduce the risk of cardiovascular disease?,"Plant sterols do lower cholesterol levels. However, whether they also reduce the risk of cardiovascular disease has not been researched. Animal studies even provide evidence that plant sterols in large quantities could increase the risk of cardiovascular disease. Whether this also applies to humans has not been investigated.","However, it is unclear whether the intake of such high amounts of plant sterols – e.g. Whether these results are a coincidence or whether the higher rate of cardiovascular problems are actually due to plant sterols and not to other causes is unclear. Cholesterol is also different Whether plant sterols can actually reduce not only LDL cholesterol levels, but also the risk of cardiovascular diseases, has not been investigated in a single clinical study.","Können Pflanzensterine bzw. Lebensmittel, die mit solchen versetzt wurden, das Risiko für Herz-Kreislauf-Erkrankungen senken?","Pflanzensterine senken zwar den Cholesterinspiegel. Ob sie damit auch das Risiko für Herz-Kreislauf-Erkrankungen senken, ist jedoch nicht erforscht. Tierstudien liefern sogar Hinweise , dass Pflanzensterole in großen Mengen das Risiko für Herz-Kreislauf-Erkrankungen erhöhen könnten. Ob das auch für den Menschen zutrifft, ist nicht untersucht.","Ob die Aufnahme solch hoher Mengen an Pflanzensterinen – etwa in Form von angereicherten Spezialmargarinen – tatsächlich das Risiko für Herz-Kreislauf-Erkrankungen senken kann, ist allerdings unklar. Ob es sich bei diesen Ergebnissen um einen Zufall handelt, oder ob die höhere Rate an Herz-Kreislauf-Problemen tatsächlich auf Pflanzensterine und nicht etwa andere Ursachen zurückzuführen sind, ist unklar. Cholesterin senken geht auch anders Ob Pflanzensterine tatsächlich nicht nur den LDL-Cholesterinspiegel, sondern auch das Risiko für Herz-Kreislauf-Erkrankungen senken können, wurde bisher in keiner einzigen klinischen Studie untersucht.",1,wissenschaftliche Belege fehlen,Risiko durch Cholesterin-senkende Margarine? | Medizin Transparent,Bernd Kerschner,5. Juli 2016,https://www.medizin-transparent.at/risiko-durch-cholesterin-senkende-margarine/
Can too much iodine cause autoimmune thyroid disease and consequently hypothyroidism?,Autoimmune thyroid disease appears to occur more frequently in individuals with high iodine consumption. Whether high levels of iodine actually cause this disease has not been conclusively determined.,"Individual studies suggest that too large amounts of iodine may be responsible. Probably a variety of causes These study results suggest that Hashimoto disease is more likely to occur in people with particularly high iodine consumption. However, large amounts of iodine may cause serious disturbances in people with potentially undetected thyroid problems [8]. The studies in detail Whether large amounts of iodine can actually cause inflammation of the thyroid gland by an overreacting immune system is not well protected. The result: the higher the iodine intake in a region, the greater the proportion of residents who suffer from autoimmune thyroid inflammation.",Kann zu viel Jod eine Autoimmunerkrankung der Schilddrüse  und in Folge Schilddrüsenunterfunktion verursachen?,"Eine Autoimmunerkrankung der Schilddrüse scheint häufiger bei Personen mit hohem Jodkonsum aufzutreten. Ob hohe Jodmengen diese Krankheit tatsächlich verursachen, ist nicht abschließend geklärt.","Einzelne Studien legen den Verdacht nahe, dass zu große Mengen an Jod verantwortlich sein könnten. Wahrscheinlich vielfältige Ursachen Diese Studienergebnisse legen nahe, dass die Hashimoto-Erkrankung etwas wahrscheinlicher bei Personen mit besonders hohem Jodkonsum auftritt. Bei Personen mit eventuell unerkannten Schilddrüsenproblemen können hohe Mengen an Jod allerdings schwere Störungen auslösen [8] . Die Studien im Detail   Ob große Mengen von Jod tatsächlich eine Entzündung der Schilddrüse durch ein überreagierendes Immunsystem auslösen kann, ist nicht gut abgesichert. Das Ergebnis: je höher die Jodaufnahme in einer Region, umso größer auch der Anteil an Einwohnern, die an einer autoimmunen Schilddrüsenentzündung erkranken.",0,möglicherweise Ja,Jod im Salz: zu viel des Guten? | Medizin Transparent,Bernd Kerschner,6. Juli 2016,https://www.medizin-transparent.at/jod-im-salz/
Is the sweetener aspartame harmful to health?,"Health damage from aspartame is unlikely. This also applies to people who consume aspartame-sweetened foods and beverages in large quantities over a long period of time. However, in people suffering from the hereditary disease phenylketonuria (PKU), aspartame can cause nerve and brain damage.","The result: the sweetener is in all probability safe. Safety levels Based on the results of numerous studies in laboratory animals and humans, the scientists established a safety limit for aspartame. Thus, every person can take 40 milligrams per kilogram of body weight every day for the rest of his life without fear of health consequences. Even those who exceed this amount will not suffer any health hazard.",Ist der Süßstoff Aspartam gesundheitlich bedenklich?,"Gesundheitliche Schäden durch Aspartam sind unwahrscheinlich. Das gilt auch für Personen, die Aspartam-gesüßte Lebensmittel und Getränke in großen Mengen über lange Zeit zu sich nehmen. Bei Menschen, die an der Erbkrankheit Phenylketonurie (PKU) leiden, kann Aspartam jedoch Nerven- und Hirnschäden verursachen.","Das Ergebnis: der Süßstoff ist aller Wahrscheinlichkeit nach unbedenklich. Unbedenkliche Menge Anhand der Ergebnisse zahlreicher Studien an Labortieren und Menschen setzten die Wissenschaftler eine Unbedenklichkeitsgrenze für Aspartam fest. Demnach kann jeder Mensch sein Leben lang täglich 40 Milligramm pro Kilogramm Körpergewicht zu sich nehmen, ohne gesundheitliche Folgen befürchten zu müssen. Auch wer diese Menge einmal überschreitet, erleidet keine gesundheitliche Gefährdung.",2,wahrscheinlich Nein,Aspartam – süßes Gift oder harmlos? | Medizin Transparent,Bernd Kerschner,4. Juli 2016,https://www.medizin-transparent.at/aspartam-suesses-gift-oder-harmlos/
Does coffee affect cancer death risk?,Current evidence suggests that coffee consumption in general is neither protective nor detrimental to cancer death risk.,"Both studies concluded that coffee consumption has no effect on cancer mortality. In other words, coffee generally does not seem to favor or prevent death through cancer. For breast cancer, prostate cancer, pancreatic cancer and bladder cancer there seems to be no association with the consumption of coffee. Conclusion: Coffee consumption does not seem to affect cancer mortality. They did not detect any influence of coffee on the number of cancer deaths.",Hat Kaffee einen Einfluss auf das Krebstod-Risiko?,"Die aktuelle Studienlage deutet darauf hin, dass sich Kaffeekonsum im Allgemeinen weder schützend noch schädlich auf das Krebstod-Risiko auswirkt.","Beide Untersuchungen kamen zu dem Schluss: Kaffeekonsum hat wohl keine Auswirkung auf die Krebs-Sterblichkeit. Das heißt, Kaffee scheint im Allgemeinen den Tod durch Krebs weder zu begünstigen noch zu verhindern. Für Brustkrebs, Prostatakrebs, Bauchspeicheldrüsenkrebs und Blasenkrebs scheint es keinen Zusammenhang mit dem Konsum von Kaffee zu geben. Fazit: Kaffeekonsum scheint sich nicht auf die Krebs-Sterblichkeit auszuwirken. Sie orteten keinen Einfluss des Kaffees auf die Anzahl der Krebstoten.",2,möglicherweise Nein,Krebs-Tod durch Kaffee? | Medizin Transparent,Bernd Kerschner,21. Juni 2016,https://www.medizin-transparent.at/kaffee-krebs/
Do diets with primarily or exclusively uncooked foods have health benefits?,"In studies, we have not been able to find convincing evidence that raw foods provide health benefits over healthy diets that include cooked foods. On the contrary, there is also evidence of possible harm.","Whether raw food followers suffer a heart attack or stroke less often, need less medication or live longer overall, can not be derived from this. Conclusion A health benefit of raw food, which goes beyond an increased consumption of vegetable foods, has not been conclusively proven. Rather, there are indications that strict raw food diets may also have a negative impact on health – similar to other diets that severely restrict food selection.",Hat Ernährung mit vorwiegend oder ausschließlich ungekochten Lebensmitteln gesundheitliche Vorteile?,"In Studien konnten wir keine überzeugenden Belege dafür finden, dass Rohkost gesundheitliche Vorteile gegenüber gesunder Ernährung bringt, die auch gekochte Lebensmittel beinhaltet. Im Gegenteil: Es gibt auch Hinweise auf mögliche Schäden.","Ob Rohkost-Anhänger deshalb seltener einen Herzinfarkt oder Schlaganfall erleiden, weniger Medikamente benötigen oder insgesamt länger leben, lässt sich daraus nicht ableiten. Fazit Ein gesundheitlicher Nutzen von Rohkost, der über einen erhöhten Verzehr von pflanzlichen Lebensmitteln hinausgeht, ist bisher nicht schlüssig belegt. Vielmehr gibt es aber Hinweise, dass eine strikte Rohkost-Ernährung möglicherweise auch negative Folgen für die Gesundheit haben kann – ähnlich wie bei anderen Ernährungsformen, die die Lebensmittelauswahl stark einschränken.",1,wissenschaftliche Belege fehlen,Ist Rohkost die bessere Ernährung? | Medizin Transparent,Bernd Kerschner,23. Juni 2016,https://www.medizin-transparent.at/rohkost/
Can increased water consumption prevent migraines or other headaches?,"Whether drinking more water can prevent headaches cannot be answered satisfactorily on the basis of studies conducted to date. If there is an effect, however, it is likely to be very small.","Preventive effect of water unclear In 2011, Dutch researchers published a study [1] according to which drinking an additional one and a half liters of water per day could significantly relieve headaches. Until strict clinical studies with a larger number of patients have been conducted, the effectiveness of increased water consumption cannot really be assessed. However, if increased drinking can actually prevent headaches, the effect may not be particularly large.",Kann erhöhter Wasserkonsum Migräne oder anderen Kopfschmerzen vorbeugen?,"Ob das vermehrte Trinken von Wasser Kopfschmerzen vorbeugen kann, lässt sich anhand bisher durchgeführter Studien nicht zufriedenstellend beantworten. Falls ein Effekt vorhanden ist, dürfte er aber nur sehr gering sein.","Vorbeugeeffekt von Wasser unklar Im Jahr 2011 veröffentlichten niederländischer Forscher eine Studie [1] , der zufolge das Trinken von zusätzlich eineinhalb Liter Wasser pro Tag Kopfschmerzen deutlich lindern konnte. Bis zur Durchführung von strengen klinischen Studien mit einer größeren Zahl an Patienten lässt sich die Wirksamkeit von erhöhtem Wasserkonsum nicht wirklich einschätzen. Sollte vermehrtes Trinken tatsächlich Kopfschmerzen vorbeugen können, dürfte der Effekt aber nicht besonders groß sein.",1,wissenschaftliche Belege fehlen,Mythos Wasser trinken gegen Kopfschmerzen | Medizin Transparent,Bernd Kerschner,23. Juni 2016,https://www.medizin-transparent.at/wasser-trinken-kopfschmerzen/
"Offer the following herbal appetite suppressants effective and safe weight loss support:
Devil's Tongue (Konjac Root), Caralluma fimbriata, Garcinia cambogia, Gymnea sylvestre, Ephedra, Irvinia gabonensis, Fenugreek, Hoodia gordonii, Common Bean, Bitter Orange?","Due to the number of studies, it is unclear for a number of supposedly appetite-suppressing dietary supplements whether they can support successful weight loss. Well-done studies that run over a long period of time with a sufficient number of test subjects are scarce. Evidence for long-term safety and simultaneous efficacy is therefore lacking.","Overall, for the authors of this systematic survey, it remains questionable whether the investigated plant extracts can help with long-term weight loss and are also safe. [12] So there is no good evidence that at least the food supplements listed here can provide significant support in weight loss.","Bieten folgende pflanzliche Appetitz√ºgler eine wirksame und sichere Unterst√ºtzung beim Abnehmen:
Teufelszunge (Konjakwurzel), Caralluma fimbriata, Garcinia cambogia, Gymnea sylvestre, Ephedra, Irvinia gabonensis, Bockshornklee, Hoodia gordonii, Gartenbohne, Bitterorange?","Aufgrund der Studienlage ist f√ºr etliche angeblich appetitz√ºgelnde Nahrungserg√§nzungsmittel unklar, ob sie beim erfolgreichen Abnehmen unterst√ºtzen k√∂nnen. Gut gemachte Studien, die √ºber einen langen Zeitraum mit ausreichend vielen Probanden laufen, sind Mangelware. Es fehlen also Belege f√ºr Langzeitsicherheit und gleichzeitige Wirksamkeit.","Insgesamt bleibt f√ºr die Autoren dieser systematischen √úberblicksarbeit fraglich, ob die untersuchten Pflanzenextrakte einerseits beim langfristigen Abnehmen helfen k√∂nnen und dar√ºber hinaus auch sicher sind. [12] Es gibt also keine guten Hinweise darauf, dass zumindest die hier aufgez√§hlten Nahrungserg√§nzungsmittel merkliche Unterst√ºtzung beim Abnehmen leisten k√∂nnen.",1,wissenschaftliche Belege fehlen,Abnehmen mit pflanzlichen Appetitz√ºglern? | Medizin Transparent,Bernd Kerschner,20. Juni 2016,https://www.medizin-transparent.at/abnehmen-pflanzliche-appetitzuegler/
Are there health benefits to screening the general population for chronic obstructive pulmonary disease (COPD) as a precaution?,Even people with moderately severe COPD may have little health benefit from starting treatment as early as possible. People without symptoms who are diagnosed with COPD only as a result of a screening test are therefore unlikely to gain much health benefit from drug treatment.,"Recommendation against COPD screening The answer may surprise: such a precautionary examination does not bring any discernible health benefit. If you don't have any symptoms yet and only learns about a COPD due to the screening, you may not have any benefit at all [1,2]. Here, too, a population-wide COPD early detection does not bring any health benefit.","Bringt es gesundheitliche Vorteile, wenn die breite Bevölkerung vorsorglich auf die chronisch obstruktive Lungenerkrankung COPD untersucht wird?","Selbst Menschen mit einer mittelschweren COPD profitieren möglicherweise gesundheitlich nur gering  von einem möglichst frühen Behandlungsbeginn. Personen ohne Beschwerden, die nur aufgrund eines Früherkennungstests mit COPD diagnostiziert werden, dürfte eine medikamentöse Behandlung daher kaum einen Gesundheitsvorteil bringen.","Empfehlung gegen COPD-Screening Die Antwort mag überraschen: Eine solche Vorsorgeuntersuchung bringt keinen erkennbaren gesundheitlichen Vorteil. Wer noch gar keine Symptome hat und nur aufgrund des Screenings überhaupt von einer COPD erfährt, dürfte gar keinen Nutzen haben [1,2]. Auch hier bringt also eine bevölkerungsweit angelegte COPD-Früherkennung keinen gesundheitlichen Vorteil.",2,möglicherweise Nein,COPD: Nutzlose Früherkennungstests für die Lunge | Medizin Transparent,Bernd Kerschner,16. Juni 2016,https://www.medizin-transparent.at/copd/
Can cow's milk cause iron deficiency in babies in the first year of life?,"Cow's milk is low in usable iron. Therefore, cow's milk appears to increase the likelihood of iron deficiency in the blood of babies. It is unclear whether animal milk increases the risk of type 1 diabetes or blood in the stool, or reduces the likelihood of allergic diseases.","Moreover, the infant can use iron from cow's milk much worse, because among other things the calcium and casein contained in it inhibits the absorption of iron. Babies actually seem to suffer more from iron deficiency when they are fed cow's milk early on. Only as far as iron deficiency is concerned, statements are possible: Seven out of eight studies suggest that early use of cow's milk in babies significantly increases the risk of iron deficiency.",Kann Kuhmilch bei Babys im ersten Lebensjahr Eisenmangel verursachen?,"Kuhmilch ist arm an verwertbarem Eisen. Daher scheint Kuhmilch bei Babys die Wahrscheinlichkeit für Eisenmangel im Blut zu erhöhen. Unklar ist, ob die tierische Milch das Risiko für Typ 1 Diabetes oder Blut im Stuhl erhöht oder die Wahrscheinlichkeit für allergische Erkrankungen senkt.","Und zudem kann der Säugling Eisen aus Kuhmilch viel schlechter verwerten, weil unter anderem das darin enthaltene Kalzium und Kasein die Eisenaufnahme hemmt. Babys scheinen tatsächlich häufiger an Eisenmangel zu leiden, wenn sie früh mit Kuhmilch gefüttert werden. Sieben von acht Studien dazu deuten darauf hin, dass früher Kuhmilch-Konsum bei Babys das Risiko für Eisenmangel deutlich erhöht.",0,möglicherweise Ja,Ist Kuhmilch ungesund für Babys? | Medizin Transparent,Bernd Kerschner,28. Juni 2016,https://www.medizin-transparent.at/ist-kuhmilch-gesund-fuer-babys/
Does cow's milk for babies have other health disadvantages??,"Cow's milk is low in usable iron. Therefore, cow's milk appears to increase the likelihood of iron deficiency in the blood of babies. It is unclear whether animal milk increases the risk of type 1 diabetes or blood in the stool, or reduces the likelihood of allergic diseases.",Other health consequences are unclear There are many conjectures about the health effects of cow's milk in infanthood. The studies in detail The study situation regarding the health effects of cow's milk in babies is poor.,Hat Kuhmilch für Babys andere gesundheitliche Nachteile??,"Kuhmilch ist arm an verwertbarem Eisen. Daher scheint Kuhmilch bei Babys die Wahrscheinlichkeit für Eisenmangel im Blut zu erhöhen. Unklar ist, ob die tierische Milch das Risiko für Typ 1 Diabetes oder Blut im Stuhl erhöht oder die Wahrscheinlichkeit für allergische Erkrankungen senkt.",Andere Gesundheitsfolgen unklar Vermutungen rund um die gesundheitlichen Auswirkungen von Kuhmilch im Säuglingsalter gibt es viele. Die Studien im Detail   Die Studienlage zu gesundheitlichen Auswirkungen von Kuhmilch bei Babys ist dürftig.,1,wissenschaftliche Belege fehlen,Ist Kuhmilch ungesund für Babys? | Medizin Transparent,Bernd Kerschner,28. Juni 2016,https://www.medizin-transparent.at/ist-kuhmilch-gesund-fuer-babys/
Does drinking breast milk as a baby have a positive effect on later health and development?,"It is possible that children who have been exclusively breastfed for a long time are somewhat less likely to become overweight later on. There is also evidence that their IQ is slightly higher. However, it is difficult to isolate the influence of breast milk drinking. Therefore, it is questionable what significance the effects found have in practice.","In any case, it is proven that this form of nutrition has certain health benefits – such as a lower risk for some infectious diseases in infanthood [2] [4] [9] and the sudden death of children, as we have reported here. In later life, the risk of obesity is somewhat reduced [5.6],the IQ of breastfeeding children seems to be a few points higher [7]. In summary, the authors believe that drinking breast milk does not produce any practical benefits. For example, breastfeeding may help reduce the risk of certain forms of cancer in children [4] [8,9].",Hat das Trinken von Muttermilch im Babyalter eine positive Wirkung auf die spätere Gesundheit und Entwicklung?,"Möglicherweise werden Kinder, die lange ausschließliche gestillt wurden, später etwas weniger wahrscheinlich übergewichtig. Zudem gibt es Hinweise, dass ihr IQ geringfügig höher ist. Allerdings kann der Einfluss des Muttermilch-Trinkens nur schwer isoliert werden. Daher ist es fraglich, welche Bedeutung die gefundenen Effekte in der Praxis haben.","Belegt ist jedenfalls, dass diese Ernährungsform gewisse gesundheitliche Vorteile hat – etwa ein geringeres Risiko für einige Infektionserkrankungen im Säuglingsalter [2]  [4] [9] und den plötzlichen Kindstod, wie wir hier berichtet haben. Im späteren Leben ist das Risiko für Übergewicht etwas gesenkt [5,6] ,der IQ von Stillkindern scheint ist um einige wenige Punkte höher zu sein [7] . Zusammenfassend sind die Autoren der Ansicht, dass durch das Trinken von Muttermilch wohl kein praktischer Nutzen entsteht. So könnte es etwa sein, dass Stillen hilft, das Risiko für bestimmte Krebsformen bei Kindern zu senken [4] [8,9] .",0,möglicherweise Ja,Stillen: Muttermilch mit Langzeit-Schutz? | Medizin Transparent,Jörg Wipplinger,8. Juni 2016,https://www.medizin-transparent.at/langzeit-schutzeffekt-von-muttermilch/
Does Almased help with excess weight better than other diets?,"Those who reduce their calorie intake with the help of Almased lose weight. However, whether the product facilitates a diet or works better than other diets is not sufficiently studied.","None of the studies found uses a meaningful control group. Of course, someone with Almased can lose weight – as with any other way to reduce calories as well. The studies do not show whether Almased is better than a sip of water, honeybread or any other diet product.",Hilft Almased bei Übergewicht besser als andere Diäten?,"Wer mit Hilfe von Almased seine Kalorienaufnahme reduziert, nimmt ab. Ob das Produkt jedoch eine Diät erleichtert oder besser wirkt als andere Diäten ist nicht ausreichend untersucht.","Keine der gefundenen Studien verwendet eine sinnvolle Kontrollgruppe. Natürlich kann jemand mit Almased abnehmen – wie mit jeder anderen Möglichkeit die Kalorien zu reduzieren eben auch. Ob Almased also besser ist als ein Schluck Wasser, ein Honigbrot oder ein anderes Diätprodukt, geht aus den Studien nicht hervor.",1,wissenschaftliche Belege fehlen,Abnehmen mit Almased? | Medizin Transparent,Jörg Wipplinger,11. Juni 2016,https://www.medizin-transparent.at/abnehmen-mit-almased/
"Do products with talc, such as baby powder, increase the risk of ovarian cancer?","Basically, cohort studies are more informative than case-control studies. The two existing large cohort studies speak against an increased risk, almost all case-control studies for an increased risk. In order not to underestimate a possible risk, we assess the study situation as unclear despite the cohort studies.","Since cohort studies, as described above, are more meaningful than case-control studies, we could claim that the study situation would speak against an increased risk. Conclusion In order to be on the safe side, despite the higher-quality cohort studies that speak against a risk, we consider the risk to be unclear.","Steigern Produkte mit Talkum, wie beispielsweise Babypuder, das Risiko für Eierstockkrebs?","Im Grunde sind Kohortenstudien aussagekräftiger als Fall-Kontroll-Studien. Die beiden existierenden großen Kohortenstudien sprechen gegen ein erhöhtes Risiko, beinahe alle Fall-Kontroll-Studien für ein erhöhtes Risiko. Um ein mögliches Risiko nicht zu unterschätzen, bewerten wir die Studienlage trotz der Kohortenstudien als unklar.","Da Kohortenstudien, wie oben beschrieben, aussagekräftiger sind als Fall-Kontroll-Studien, könnten wir behaupten, die Studienlage würde gegen ein erhöhtes Risiko sprechen. Fazit Um auf der sicheren Seite zu sein, schätzen wir trotz der höherwertigen Kohortenstudien, die gegen ein Risiko sprechen, das Risiko als unklar ein.",1,wissenschaftliche Belege fehlen,Let`s talk about Talk | Medizin Transparent,Jörg Wipplinger,15. April 2016,https://www.medizin-transparent.at/talkum-krebs/
"Do large portions, large plates or glasses, and larger packaging cause us to eat and drink more?","The results of previous studies show that people generally seem to eat more and drink more (non-alcoholic) beverages when they are served larger portions. Whether smaller portions prevent obesity in the long term, however, has not been researched.","If you get larger portions served, you probably eat more than if the portion had been smaller. Large portions affect everyone On average, large portions tempt us adults to eat about 250 calories more than would be the case with smaller portions. Although the individual studies are largely of unclear or poor methodological quality, they all show consistent in one direction: larger portions encourage people to eat more and possibly drink more.","Bewirken große Portionen, große Teller oder Gläser sowie größere Verpackungen, dass wir mehr essen und trinken?","Die Ergebnisse bisheriger Studien zeigen, dass Menschen generell mehr zu  essen und (alkoholfreie) Getränke zu trinken scheinen, wenn sie größere Portionen vorgesetzt bekommen. Ob kleinere Portionen langfristig vor Übergewicht bewahren, ist aber nicht erforscht.","Bekommt man größere Portionen serviert, isst man wahrscheinlich auch mehr als wenn die Portion kleiner gewesen wäre. Große Portionen beeinflussen jeden Im Durchschnitt verführen große Portionen uns Erwachsene dazu, rund 250 Kalorien mehr zu uns zu nehmen, als es bei kleineren Portionen der Fall wäre. Die einzelnen Studien sind zwar großteils von unklarer oder schlechter methodischer Qualität, doch sie zeigen alle konsistent in eine Richtung: größere Portionen bewegen Menschen dazu, mehr zu essen und möglicherweise auch mehr zu trinken.",0,wahrscheinlich Ja,Große Portionen verführen zur Völlerei | Medizin Transparent,Bernd Kerschner,21. April 2016,https://www.medizin-transparent.at/grosse-portionen/
Does taking coconut oil improve mental abilities in dementia like Alzheimer's disease?,We could find only one clinical study on the use of coconut oil in Alzheimer's disease. This was of such poor quality that no firm statement is possible.,"Although a recent summary of studies could not definitely confirm the relationship [4], it is recommended for patients at increased risk to consume less saturated fatty acids [5]. However, since the study has some methodological weaknesses, included only a few patients and is only a snapshot at a single point in time, it is not possible to draw reliable conclusions from this study [7]. Coconut oil poorly studied in Alzheimer's disease A company in the USA markets a component of coconut oil (caprylids) as a medical food for Alzheimer's disease. Since the symptoms in Alzheimer's can improve for a short time, it is not possible to distinguish with the before-after examination whether the observed change is actually caused by the coconut oil or not by other factors.",Verbessert die Einnahme von Kokosöl die geistigen Fähigkeiten bei einer Demenz wie Alzheimer?,"Wir konnten nur eine einzige klinische Studie zum Einsatz von Kokosöl bei Alzheimer finden. Diese war von so schlechter Qualität, dass keine gesicherte Aussage möglich ist.","Auch wenn eine neuere Zusammenfassung von Studien den Zusammenhang nicht definitiv bestätigen konnte [4] , ist es für Patienten mit erhöhtem Risiko empfehlenswert, weniger gesättigte Fettsäuren zu sich zu nehmen [5] . Da die Studie jedoch einige methodische Schwächen aufweist, nur wenige Patienten umfasste und es sich nur um eine Momentaufnahme zu einem einzigen Zeitpunkt handelt, lassen sich aus dieser Untersuchung jedoch keine verlässlichen Schlussfolgerungen ziehen [7] . Kokosöl bei Alzheimer schlecht untersucht Eine Firma in den USA vermarktet einen Bestandteil des Kokosöls (Capryliden) als medizinisches Lebensmittel bei Alzheimer. Da sich die Symptome bei Alzheimer durchaus für kurze Zeit bessern können, lässt sich mit der Vorher-Nachher-Betrachtung auch nicht unterscheiden, ob die beobachtete Veränderung tatsächlich durch das Kokosöl oder nicht doch durch andere Faktoren entsteht.",1,wissenschaftliche Belege fehlen,Hilft Kokosöl bei Alzheimer? | Medizin Transparent,Iris Hinneburg,7. April 2016,https://www.medizin-transparent.at/kokosoel-alzheimer/
"Does the preparation ""CAPS immu"" from Ringana reduce the risk of infections in healthy people?",Neither for the preparation itself nor for the individual components has such an effect been proven in clinical studies according to our research.,"Scientific evidence for an immune-enhancing effect of the mixture is missing. For the calcareous algae and the various fungi, we could not identify any studies that deal with the prevention of common infections in otherwise healthy people. However, this does not allow safe conclusions as to whether this actually reduces the risk of infection or makes other health problems less common. Conversely, it cannot be deduced that the increased intake strengthens the immune system and leads to less colds. Preventive intake did not reduce the risk of a cold in the normal population.",Senkt das Präparat „CAPS immu“ von Ringana das Risiko für Infekte bei gesunden Menschen?,Weder für das Präparat selbst noch für die einzelnen Komponenten ist eine solche Wirkung nach unserer Recherche in klinischen Studien nachgewiesen.,"Wissenschaftliche Belege für eine immunstärkende Wirkung der Mischung fehlen also. Für die Kalkalge und die verschiedenen Pilze konnten wir gar keine Untersuchungen identifizieren, die sich mit der Vorbeugung von üblichen Infekten bei sonst gesunden Menschen beschäftigen. Das erlaubt aber keine sicheren Schlussfolgerungen, ob sich dadurch tatsächlich auch das Risiko für Infektionen verringert oder andere Gesundheitsprobleme seltener auftreten. Umgekehrt lässt sich daraus nicht ableiten, dass die vermehrte Zufuhr das Immunsystems stärkt und etwa zu weniger Erkältungen führt. Durch die präventive Einnahme ließ sich bei der Normalbevölkerung das Risiko für eine Erkältung nicht senken.",1,wissenschaftliche Belege fehlen,Ringana: Turbo für das Immunssystem? | Medizin Transparent,Iris Hinneburg,29. März 2016,https://www.medizin-transparent.at/ringana-immunssystem/
Do extracts from grape seeds have a health-promoting effect?,The quality of studies available to date is too poor and the results are too contradictory to assess whether grape seed extract has a health-promoting effect.,"In fact, there are a lot of studies with animals and cell cultures bred in the laboratory that suggest a potential efficacy of grape seed extract. Based on studies conducted so far with humans, we cannot assess whether the extract has an effect. In addition to the poor quality of most studies, contradictory results make a sound assessment of effectiveness difficult.",Haben Extrakte aus Traubenkernen eine gesundheitsfördernde Wirkung?,"Die Qualität bislang vorliegender Studien ist zu schlecht und die Ergebnisse sind zu widersprüchlich, um beurteilen zu können, ob Traubenkernextrakt eine gesundheitsfördernde Wirkung hat.","Tatsächlich existieren jede Menge Studien mit Tieren und im Labor gezüchteten Zellkulturen, die auf eine mögliche Wirksamkeit von Traubenkernextrakt  schließen lassen. Auf Basis bislang durchgeführter Studien mit Menschen können wir nicht beurteilen, ob der Extrakt eine Wirkung hat. Neben der mangelhaften Qualität der meisten Studien erschweren widersprüchliche Ergebnisse eine solide Beurteilung der Wirksamkeit.",1,wissenschaftliche Belege fehlen,Traubenkernextrakt als Jungbrunnen? | Medizin Transparent,Claudia Christof,1. April 2016,https://www.medizin-transparent.at/traubenkernextrakt-opc/
